140014,32,128,187485.37000,-7450.90890,187485.37000,187485.37000,-187485.39000,-187485.39000,-3740.04900,-187485.39000,0,0,0,R  1,580.08917
140015,32,128,187485.37000,-7453.88150,187485.37000,187485.37000,-187485.39000,-187485.39000,-3748.81020,-187485.39000,0,0,0,R  1,580.09014
140016,32,128,187485.37000,-7450.46190,187485.37000,187485.37000,-187485.39000,-187485.39000,-3740.04900,-187485.39000,0,0,0,R  1,580.09106
140017,32,128,187485.37000,-7446.39420,187485.37000,187485.37000,-187485.39000,-187485.39000,-3727.35420,-187485.39000,0,0,0,R  1,580.09210
140018,32,128,187485.37000,-7454.08260,187485.37000,187485.37000,-187485.39000,-187485.39000,-3738.17160,-187485.39000,0,0,0,R  1,580.09742
140019,32,128,187485.37000,-7456.38470,187485.37000,187485.37000,-187485.39000,-187485.39000,-3748.58670,-187485.39000,0,0,0,R  1,580.10142
140020,32,128,187485.37000,-7452.83100,187485.37000,187485.37000,-187485.39000,-187485.39000,-3742.61930,-187485.39000,0,0,0,R  1,580.10442
140021,32,128,187485.37000,-7442.46060,187485.37000,187485.37000,-187485.39000,-187485.39000,-3727.91300,-187485.39000,0,1,0,R  1,580.10842
140022,32,128,187485.37000,-7443.80160,187485.37000,187485.37000,-187485.39000,-187485.39000,-3734.10390,-187485.39000,0,0,0,R  1,580.11142
140023,32,128,187485.37000,-7448.09280,187485.37000,187485.37000,-187485.39000,-187485.39000,-3744.34020,-187485.39000,0,0,0,R  1,580.11541
140024,32,128,187485.37000,-7442.79590,187485.37000,187485.37000,-187485.39000,-187485.39000,-3735.04260,-187485.39000,0,0,0,R  1,580.11944
140025,32,128,187485.37000,-7445.85780,187485.37000,187485.37000,-187485.39000,-187485.39000,-3726.59430,-187485.39000,0,0,0,R  1,580.12341
140026,32,128,187485.37000,-7449.56790,187485.37000,187485.37000,-187485.39000,-187485.39000,-3730.68440,-187485.39000,0,0,0,R  1,580.12942
140027,32,128,187485.37000,-7453.43450,187485.37000,187485.37000,-187485.39000,-187485.39000,-3738.41750,-187485.39000,0,0,0,R  1,580.13242
140028,32,128,187485.37000,-7450.19370,187485.37000,187485.37000,-187485.39000,-187485.39000,-3740.18310,-187485.39000,0,0,0,R  1,580.13542
140029,32,128,187485.37000,-7438.05770,187485.37000,187485.37000,-187485.39000,-187485.39000,-3727.10840,-187485.39000,0,0,0,R  1,580.13942
140030,32,128,187485.37000,-7435.80030,187485.37000,187485.37000,-187485.39000,-187485.39000,-3725.00750,-187485.39000,0,1,0,R  1,580.14542
140031,32,128,187485.37000,-7440.69500,187485.37000,187485.37000,-187485.39000,-187485.39000,-3731.31020,-187485.39000,0,0,0,R  1,580.14742
140032,32,128,187485.37000,-7442.63940,187485.37000,187485.37000,-187485.39000,-187485.39000,-3734.28270,-187485.39000,0,0,0,R  1,580.15342
140033,32,128,187485.37000,-7442.75120,187485.37000,187485.37000,-187485.39000,-187485.39000,-3725.36510,-187485.39000,0,0,0,R  1,580.15642
140034,32,128,187485.37000,-7448.04810,187485.37000,187485.37000,-187485.39000,-187485.39000,-3718.86120,-187485.39000,0,0,0,R  1,580.16042
140035,32,128,187485.37000,-7450.88660,187485.37000,187485.37000,-187485.39000,-187485.39000,-3721.76670,-187485.39000,0,0,0,R  1,580.16342
